AYUSH_Code,AYUSH_Term,Target_System,WHO_Code_Candidate,WHO_Term_Candidate,Similarity_Score,Suggested_Relationship
AYURVEDA-EM-2.8.18,vetAlonmAdaH,Biomedicine,XM6602,- - - - - - Vernakalant,0.646,narrower-than
AYURVEDA-EM-2.8.18,vetAlonmAdaH,Biomedicine,XM30V1,- - - - - Verdigris,0.5801,related-to
AYURVEDA-EM-2.8.18,vetAlonmAdaH,Biomedicine,XM3AT4,- - - - - Viprynium,0.5476,related-to
AYURVEDA-EM-2.8.19,guhyakonmAdaH,Biomedicine,ED63.3,- - - - - Vogt-Koyanagi-Harada syndrome,0.5241,related-to
AYURVEDA-EM-2.8.19,guhyakonmAdaH,Biomedicine,XM2L20,- - - - - - Guselkumab,0.5218,related-to
AYURVEDA-EM-2.8.19,guhyakonmAdaH,Biomedicine,XM8GY5,- - - - - Guaiphenesin,0.5099,related-to
AYURVEDA-EM-2.8.21,AdhijonmAdaH,TM2,SK89,Pustules of pinna disorder (TM2),0.5705,related-to
AYURVEDA-EM-2.8.21,AdhijonmAdaH,TM2,SL61,Heart pain disorder (TM2),0.5181,related-to
AYURVEDA-EM-2.8.21,AdhijonmAdaH,TM2,SN91,Dandruff disorder (TM2),0.503,related-to
AYURVEDA-EM-2.8.21,AdhijonmAdaH,Biomedicine,MB27.22,- - - - Hypnopompic hallucinations,0.5264,related-to
AYURVEDA-EM-2.8.23,kAmajonmAdaH,TM2,SQ05,"Lack of concentration, confusion disorder (TM2)",0.5235,related-to
AYURVEDA-EM-2.8.23,kAmajonmAdaH,TM2,SS62,"Personality with a confused, negative mindset (TM2)",0.5156,related-to
AYURVEDA-EM-2.8.23,kAmajonmAdaH,Biomedicine,6B23.1,- - - Hypochondriasis with poor to absent insight,0.5073,related-to
AYURVEDA-EM-2.9,asAdhya-unmAdaH,TM2,SS61,"Personality with an agitated, reactive mindset (TM2)",0.5026,related-to
AYURVEDA-SK31 (EM-3),apasmAraH,TM2,SQ05,"Lack of concentration, confusion disorder (TM2)",0.5259,related-to
AYURVEDA-SK31 (EM-3),apasmAraH,Biomedicine,6D72.11,"- - - - Amnestic disorder due to use of sedatives, hypnotics or anxiolytics",0.5474,related-to
AYURVEDA-SK31 (EM-3),apasmAraH,Biomedicine,6C44.43,"- - - - - Sedative, hypnotic or anxiolytic withdrawal, with perceptual disturbances and seizures",0.5333,related-to
AYURVEDA-SK31 (EM-3),apasmAraH,Biomedicine,6B61,- - Dissociative amnesia,0.5043,related-to
AYURVEDA-EM-3.1,apasmAra-pUrvarUpam,Biomedicine,XM6AL6,- - - - - - Pegaspargase,0.5964,related-to
AYURVEDA-EM-3.1,apasmAra-pUrvarUpam,Biomedicine,XH6770,- - - - Apudoma,0.5796,related-to
AYURVEDA-EM-3.1,apasmAra-pUrvarUpam,Biomedicine,XM9V60,- - - - - - Parnaparin,0.5707,related-to
AYURVEDA-EM-3.2,vAtaja-apasmAraH,TM2,SS55,Kapha-Vata constitution pattern (TM2),0.5671,related-to
AYURVEDA-EM-3.2,vAtaja-apasmAraH,TM2,SR10,Vitiation of vāta pattern (TM2),0.5514,related-to
AYURVEDA-EM-3.2,vAtaja-apasmAraH,TM2,SS5B,Vaḷi Aiyam body constitution pattern (TM2),0.5049,related-to
AYURVEDA-EM-3.2,vAtaja-apasmAraH,Biomedicine,XM3835,- - - - - - Vorapaxar,0.6543,narrower-than
AYURVEDA-EM-3.2,vAtaja-apasmAraH,Biomedicine,XM6602,- - - - - - Vernakalant,0.6063,narrower-than
AYURVEDA-EM-3.2,vAtaja-apasmAraH,Biomedicine,XM59J5,- - - - - Vadadustat,0.5942,related-to
AYURVEDA-EM-3.3,pittaja-apasmAraH,TM2,SR15,Vitiation of pitta pattern (TM2),0.5333,related-to
AYURVEDA-EM-3.3,pittaja-apasmAraH,TM2,SS54,Pitta-Kapha constitution pattern (TM2),0.5221,related-to
AYURVEDA-EM-3.3,pittaja-apasmAraH,Biomedicine,XM6AL6,- - - - - - Pegaspargase,0.5664,related-to
AYURVEDA-EM-3.3,pittaja-apasmAraH,Biomedicine,XM1YK2,- - - - - - Papaveretum,0.5219,related-to
AYURVEDA-EM-3.3,pittaja-apasmAraH,Biomedicine,XM9V60,- - - - - - Parnaparin,0.5192,related-to
AYURVEDA-EM-3.4,kaPaja-apasmAraH,TM2,SR1A,Vitiation of kapha pattern (TM2),0.5805,related-to
AYURVEDA-EM-3.4,kaPaja-apasmAraH,TM2,SS52,Kapha constitution pattern (TM2),0.5299,related-to
AYURVEDA-EM-3.4,kaPaja-apasmAraH,TM2,SR1D,Spreading of kapha pattern (TM2),0.5241,related-to
AYURVEDA-EM-3.4,kaPaja-apasmAraH,Biomedicine,XM6AL6,- - - - - - Pegaspargase,0.5416,related-to
AYURVEDA-EM-3.4,kaPaja-apasmAraH,Biomedicine,XM1J98,- - - - - Karaya (gum),0.5376,related-to
AYURVEDA-EM-3.4,kaPaja-apasmAraH,Biomedicine,XM3835,- - - - - - Vorapaxar,0.5132,related-to
AYURVEDA-EM-3.5,sAnnipAtaja-apasmAraH,Biomedicine,XM00F2,- - - - - Saralasin,0.6486,narrower-than
AYURVEDA-EM-3.5,sAnnipAtaja-apasmAraH,Biomedicine,XN9PD,- - - - - Saaremaa virus,0.5802,related-to
AYURVEDA-EM-3.5,sAnnipAtaja-apasmAraH,Biomedicine,XM68K3,- - - - - Salsalate,0.5753,related-to
AYURVEDA-EM-3.6,Agantuja-apasmAraH,Biomedicine,XM6AL6,- - - - - - Pegaspargase,0.5242,related-to
AYURVEDA-EM-3.6,Agantuja-apasmAraH,Biomedicine,XH6770,- - - - Apudoma,0.5106,related-to
AYURVEDA-EM-3.6,Agantuja-apasmAraH,Biomedicine,XM63G5,- - - - - Avocado,0.5039,related-to
AYURVEDA-SQ20 (EM-5),madAtyayaH/pAnAtyayaH,TM2,SP54,Fever with body pain disorder (TM2),0.6275,narrower-than
AYURVEDA-SQ20 (EM-5),madAtyayaH/pAnAtyayaH,TM2,SP53,Fever disorder due to derangement of Ṣafrā (TM2),0.5832,related-to
AYURVEDA-SQ20 (EM-5),madAtyayaH/pAnAtyayaH,TM2,SP52,Fever disorder due to derangement of Balgham (TM2),0.577,related-to
AYURVEDA-SQ20 (EM-5),madAtyayaH/pAnAtyayaH,Biomedicine,SS53,- - - - - Vata-Pitta constitution pattern (TM2),0.5073,related-to
AYURVEDA-SQ20 (EM-5),madAtyayaH/pAnAtyayaH,Biomedicine,SR17,- - - - Aggravation of pitta pattern (TM2),0.5072,related-to
AYURVEDA-SQ20 (EM-5),madAtyayaH/pAnAtyayaH,Biomedicine,XM0MV0,- - - - - - Valerian tincture,0.5071,related-to
AYURVEDA-EM-5.1,vAtajamadAtyayaH,TM2,SP99,Pruritus disorder (TM2),0.5953,related-to
AYURVEDA-EM-5.1,vAtajamadAtyayaH,TM2,SK97,Nasal obstruction disorder (TM2),0.5889,related-to
AYURVEDA-EM-5.1,vAtajamadAtyayaH,TM2,SP61,Emaciation disorder (TM2),0.5815,related-to
AYURVEDA-EM-5.1,vAtajamadAtyayaH,Biomedicine,ED63.3,- - - - - Vogt-Koyanagi-Harada syndrome,0.517,related-to
AYURVEDA-F-1,vAtaja-SirorogaH,Biomedicine,XM59J5,- - - - - Vadadustat,0.6042,narrower-than
AYURVEDA-F-1,vAtaja-SirorogaH,Biomedicine,XM99J5,- - - - Vosoritide,0.5375,related-to
AYURVEDA-F-1,vAtaja-SirorogaH,Biomedicine,XM30V1,- - - - - Verdigris,0.5357,related-to
AYURVEDA-F-4,sAnnipAtaja-SirorogaH,Biomedicine,XM00F2,- - - - - Saralasin,0.6287,narrower-than
AYURVEDA-F-4,sAnnipAtaja-SirorogaH,Biomedicine,4A61,- - SAPHO syndrome,0.6176,narrower-than
AYURVEDA-F-4,sAnnipAtaja-SirorogaH,Biomedicine,XM68K3,- - - - - Salsalate,0.5832,related-to
AYURVEDA-F-5,raktaja-SirorogaH,Biomedicine,XM74W2,- - - - - Rautina,0.5272,related-to
AYURVEDA-F-6 (SK00),kRumija-SirorogaH,Biomedicine,XM6FF0,- - - - - - - - KOSTAIVE,0.5621,related-to
AYURVEDA-F-7 (SK00),anantavAtaH,Biomedicine,MB40.2,- - - - Anacusis,0.5948,related-to
AYURVEDA-F-7 (SK00),anantavAtaH,Biomedicine,XM8U06,- - - - - Anhydron,0.5629,related-to
AYURVEDA-F-7 (SK00),anantavAtaH,Biomedicine,XN16V,- - - - Alternaria alternata,0.5459,related-to
AYURVEDA-HB-14 (SK66),apariklinnavartma/kliShTa-vartma,Biomedicine,XM6602,- - - - - - Vernakalant,0.535,related-to
AYURVEDA-HB-14 (SK66),apariklinnavartma/kliShTa-vartma,Biomedicine,XM59J5,- - - - - Vadadustat,0.5062,related-to
AYURVEDA-EM-5.2,pittajamadAtyayaH,TM2,SP99,Pruritus disorder (TM2),0.6226,narrower-than
AYURVEDA-EM-5.2,pittajamadAtyayaH,TM2,SP61,Emaciation disorder (TM2),0.609,narrower-than
AYURVEDA-EM-5.2,pittajamadAtyayaH,TM2,SL62,Palpitation disorder (TM2),0.6024,narrower-than
AYURVEDA-EM-5.3,kaPajamadAtyayaH,TM2,SM3H,Nausea disorder (TM2),0.6404,narrower-than
AYURVEDA-EM-5.3,kaPajamadAtyayaH,TM2,SP61,Emaciation disorder (TM2),0.5769,related-to
AYURVEDA-EM-5.3,kaPajamadAtyayaH,TM2,SM3L,Vomiting disorder (TM2),0.5604,related-to
AYURVEDA-EM-5.3,kaPajamadAtyayaH,Biomedicine,MD90,- - - - Nausea or vomiting,0.5615,related-to
AYURVEDA-EM-5.3,kaPajamadAtyayaH,Biomedicine,DD90.4,- - - Functional nausea or vomiting,0.5492,related-to
AYURVEDA-EM-5.3,kaPajamadAtyayaH,Biomedicine,RA00.0,- - - Vaping related disorder,0.5238,related-to
AYURVEDA-EM-5.4,sannipAtajamadAtyayaH,TM2,SM16,Sialorrhoea disorder (TM2),0.629,narrower-than
AYURVEDA-EM-5.4,sannipAtajamadAtyayaH,TM2,SK6P,Stye disorder (TM2),0.5894,related-to
AYURVEDA-EM-5.4,sannipAtajamadAtyayaH,TM2,SQ04,Depressive disorder (TM2),0.5835,related-to
AYURVEDA-EM-5.5,dhvaMsaka-madAtyayaH,TM2,SK97,Nasal obstruction disorder (TM2),0.6195,narrower-than
AYURVEDA-EM-5.5,dhvaMsaka-madAtyayaH,TM2,SK6A,Dry eye disorder (TM2),0.6085,narrower-than
AYURVEDA-EM-5.5,dhvaMsaka-madAtyayaH,TM2,SL2Y,"Other specified eye, ear, nose, throat and neck disorders (TM2)",0.5743,related-to
AYURVEDA-EM-5.6,vikShaya-madAtyayaH/vikShepaka-madAtyayaH,TM2,SL61,Heart pain disorder (TM2),0.64,narrower-than
AYURVEDA-EM-5.6,vikShaya-madAtyayaH/vikShepaka-madAtyayaH,TM2,SQ01,Hallucination disorder (TM2),0.5914,related-to
AYURVEDA-EM-5.6,vikShaya-madAtyayaH/vikShepaka-madAtyayaH,TM2,SM72,Bowel inflammation disorder (TM2),0.5842,related-to
AYURVEDA-EM-5.6,vikShaya-madAtyayaH/vikShepaka-madAtyayaH,Biomedicine,6C49,- - - Disorders due to use of hallucinogens,0.5088,related-to
AYURVEDA-EM-5.6,vikShaya-madAtyayaH/vikShepaka-madAtyayaH,Biomedicine,6C4F,"- - - Disorders due to use of multiple specified psychoactive substances, including medications",0.5057,related-to
AYURVEDA-EM-5.6,vikShaya-madAtyayaH/vikShepaka-madAtyayaH,Biomedicine,6C4E,"- - - Disorders due to use of other specified psychoactive substances, including medications",0.5029,related-to
AYURVEDA-EM-5.7,paramadaH,TM2,SK87,Otalgia disorder (TM2),0.5472,related-to
AYURVEDA-EM-5.7,paramadaH,TM2,SM16,Sialorrhoea disorder (TM2),0.5438,related-to
AYURVEDA-EM-5.7,paramadaH,TM2,SP99,Pruritus disorder (TM2),0.531,related-to
AYURVEDA-EM-5.8,pAnAjIrNam,TM2,SM31,Abdominal distension disorder (TM2),0.6124,narrower-than
AYURVEDA-EM-5.8,pAnAjIrNam,TM2,SM33,Abdominal pain disorder (TM2),0.534,related-to
AYURVEDA-EM-5.8,pAnAjIrNam,TM2,SN41,Discoloration of body disorder (TM2),0.5231,related-to
AYURVEDA-EM-5.8,pAnAjIrNam,Biomedicine,DA01.10,- - - - Oral aphthae or aphtha-like ulceration,0.51,related-to
AYURVEDA-EM-5.8,pAnAjIrNam,Biomedicine,EC90.5,- - - - Anogenital pruritus,0.5028,related-to
AYURVEDA-EM-5.9,pAnaviBramaH,TM2,SL61,Heart pain disorder (TM2),0.5828,related-to
AYURVEDA-EM-5.9,pAnaviBramaH,TM2,SM3E,Gastric ulcer disorder (TM2),0.5394,related-to
AYURVEDA-EM-5.9,pAnaviBramaH,TM2,SM3F,Gastritis disorder (TM2),0.5385,related-to
AYURVEDA-EM-5.9,pAnaviBramaH,Biomedicine,XM8F43,- - - - - Pegvaliase,0.5026,related-to
AYURVEDA-EM-5.10,asAdhya-madAtyayaH (pAnahataH ),TM2,SN4V,Acne disorder (TM2),0.5443,related-to
AYURVEDA-EM-5.10,asAdhya-madAtyayaH (pAnahataH ),TM2,SM1M,Dry chapped lip disorder (TM2),0.5245,related-to
AYURVEDA-EM-5.10,asAdhya-madAtyayaH (pAnahataH ),TM2,SP61,Emaciation disorder (TM2),0.5168,related-to
AYURVEDA-EM-5.10,asAdhya-madAtyayaH (pAnahataH ),Biomedicine,DA01.10,- - - - Oral aphthae or aphtha-like ulceration,0.5035,related-to
AYURVEDA-EM-5.11,madAtyaya-upadravaH,TM2,SP99,Pruritus disorder (TM2),0.6342,narrower-than
AYURVEDA-EM-5.11,madAtyaya-upadravaH,TM2,SP61,Emaciation disorder (TM2),0.6236,narrower-than
AYURVEDA-EM-5.11,madAtyaya-upadravaH,TM2,SP52,Fever disorder due to derangement of Balgham (TM2),0.6035,narrower-than
AYURVEDA-EM-5.12,madAtyaya-ariShTaH,TM2,SK6A,Dry eye disorder (TM2),0.5639,related-to
AYURVEDA-EM-5.12,madAtyaya-ariShTaH,TM2,SN42,Dryness of skin disorder (TM2),0.5578,related-to
AYURVEDA-EM-5.12,madAtyaya-ariShTaH,TM2,SP61,Emaciation disorder (TM2),0.5391,related-to
AYURVEDA-EM-6 (SQ2Y),madaH,TM2,SN47,Drancunculosis disorder (TM2),0.5026,related-to
AYURVEDA-EM-6.1,vAtajamadaH,TM2,SR10,Vitiation of vāta pattern (TM2),0.5743,related-to
AYURVEDA-EM-6.1,vAtajamadaH,TM2,SS55,Kapha-Vata constitution pattern (TM2),0.5735,related-to
AYURVEDA-EM-6.1,vAtajamadaH,TM2,SS82,Vata predominant age pattern (TM2),0.5134,related-to
AYURVEDA-EM-6.1,vAtajamadaH,Biomedicine,XM6602,- - - - - - Vernakalant,0.6061,narrower-than
AYURVEDA-EM-6.1,vAtajamadaH,Biomedicine,XM59J5,- - - - - Vadadustat,0.597,related-to
AYURVEDA-EM-6.1,vAtajamadaH,Biomedicine,ED63.3,- - - - - Vogt-Koyanagi-Harada syndrome,0.5761,related-to
AYURVEDA-EM-6.2,pittajamadaH,TM2,SS54,Pitta-Kapha constitution pattern (TM2),0.5363,related-to
AYURVEDA-EM-6.2,pittajamadaH,TM2,SR15,Vitiation of pitta pattern (TM2),0.5298,related-to
AYURVEDA-EM-6.2,pittajamadaH,Biomedicine,XM3QR7,- - - - Pitolisant,0.5221,related-to
AYURVEDA-EM-6.2,pittajamadaH,Biomedicine,SS54,- - - - - Pitta-Kapha constitution pattern (TM2),0.5078,related-to
AYURVEDA-EM-6.3,kaPajamadaH,TM2,SR1A,Vitiation of kapha pattern (TM2),0.5702,related-to
AYURVEDA-EM-6.3,kaPajamadaH,TM2,SS52,Kapha constitution pattern (TM2),0.5135,related-to
AYURVEDA-EM-6.3,kaPajamadaH,Biomedicine,XM1J98,- - - - - Karaya (gum),0.5301,related-to
AYURVEDA-EM-6.3,kaPajamadaH,Biomedicine,XN3L9,- - - - - - - Mycobacterium kansasii,0.52,related-to
AYURVEDA-EM-6.3,kaPajamadaH,Biomedicine,XM0238,- - - - - Khat,0.5155,related-to
AYURVEDA-EM-6.4,sAnnipAtajamadaH,Biomedicine,XM00F2,- - - - - Saralasin,0.6018,narrower-than
AYURVEDA-EM-6.4,sAnnipAtajamadaH,Biomedicine,4A61,- - SAPHO syndrome,0.5504,related-to
AYURVEDA-EM-6.4,sAnnipAtajamadaH,Biomedicine,XN9PD,- - - - - Saaremaa virus,0.538,related-to
AYURVEDA-EM-6.5,raktajamadaH,Biomedicine,XM67L1,- - - - - RhoGAM,0.5117,related-to
AYURVEDA-EM-6.6,madyajamadaH,TM2,SS81,Pitta predominant age pattern (TM2),0.5345,related-to
AYURVEDA-EM-6.6.1,prathama-madyajamadaH,TM2,SK6Q,Ptilosis disorder (TM2),0.5391,related-to
AYURVEDA-EM-6.6.1,prathama-madyajamadaH,TM2,SS54,Pitta-Kapha constitution pattern (TM2),0.5211,related-to
AYURVEDA-EM-6.6.1,prathama-madyajamadaH,TM2,SN0A,Phimosis disorder (TM2),0.5164,related-to
AYURVEDA-EM-6.6.1,prathama-madyajamadaH,Biomedicine,XM6AL6,- - - - - - Pegaspargase,0.5498,related-to
AYURVEDA-EM-6.6.1,prathama-madyajamadaH,Biomedicine,XN6EG,- - - - Phoma,0.5256,related-to
AYURVEDA-EM-6.6.1,prathama-madyajamadaH,Biomedicine,XM9V60,- - - - - - Parnaparin,0.5212,related-to
AYURVEDA-EM-6.6.2,dvitIya-madyajamadaH,TM2,SN47,Drancunculosis disorder (TM2),0.5305,related-to
AYURVEDA-EM-6.6.2,dvitIya-madyajamadaH,TM2,SQ04,Depressive disorder (TM2),0.5052,related-to
AYURVEDA-EM-6.6.2,dvitIya-madyajamadaH,TM2,SN40,Dermatitis disorder (TM2),0.5016,related-to
AYURVEDA-EM-6.6.3,tRutIya-madAvasthA,TM2,SK6U,Trachoma disorder (TM2),0.5699,related-to
AYURVEDA-EM-6.6.3,tRutIya-madAvasthA,TM2,SM90,Amenorrhoea disorder (TM2),0.5581,related-to
AYURVEDA-EM-6.6.3,tRutIya-madAvasthA,TM2,SN4V,Acne disorder (TM2),0.5491,related-to
AYURVEDA-EM-6.6.3,tRutIya-madAvasthA,Biomedicine,XM9VG8,- - - - Tirilazad,0.5992,related-to
AYURVEDA-EM-6.7,viShajamadaH,TM2,SR10,Vitiation of vāta pattern (TM2),0.5344,related-to
AYURVEDA-EM-6.7,viShajamadaH,TM2,SS55,Kapha-Vata constitution pattern (TM2),0.5193,related-to
AYURVEDA-EM-6.7,viShajamadaH,Biomedicine,XM6602,- - - - - - Vernakalant,0.5753,related-to
AYURVEDA-EM-6.7,viShajamadaH,Biomedicine,ED63.3,- - - - - Vogt-Koyanagi-Harada syndrome,0.5319,related-to
AYURVEDA-EM-6.7,viShajamadaH,Biomedicine,XM59J5,- - - - - Vadadustat,0.5303,related-to
AYURVEDA-SP98 (EM-7),mUrcCA,TM2,SR00,Marasmus disorder (TM2),0.5381,related-to
AYURVEDA-SP98 (EM-7),mUrcCA,TM2,SM3H,Nausea disorder (TM2),0.5312,related-to
AYURVEDA-SP98 (EM-7),mUrcCA,TM2,SP61,Emaciation disorder (TM2),0.5214,related-to
AYURVEDA-EM-7.1,mUrcCA-pUrvarUpam,Biomedicine,XN7PD,- - - - - Mucambo virus,0.5601,related-to
AYURVEDA-EM-7.1,mUrcCA-pUrvarUpam,Biomedicine,LA13.74,- - - - - Megalopapilla,0.5534,related-to
AYURVEDA-EM-7.1,mUrcCA-pUrvarUpam,Biomedicine,XM23B6,- - - - - Mupirocin,0.553,related-to
AYURVEDA-EM-7.2 (SP98),vAtajamUrcCA,TM2,SS50,Vata constitution pattern (TM2),0.571,related-to
AYURVEDA-EM-7.2 (SP98),vAtajamUrcCA,TM2,SS55,Kapha-Vata constitution pattern (TM2),0.5346,related-to
AYURVEDA-EM-7.2 (SP98),vAtajamUrcCA,TM2,SR10,Vitiation of vāta pattern (TM2),0.5326,related-to
AYURVEDA-EM-7.2 (SP98),vAtajamUrcCA,Biomedicine,XM6602,- - - - - - Vernakalant,0.6067,narrower-than
AYURVEDA-EM-7.2 (SP98),vAtajamUrcCA,Biomedicine,XM59J5,- - - - - Vadadustat,0.5954,related-to
AYURVEDA-EM-7.2 (SP98),vAtajamUrcCA,Biomedicine,XM30V1,- - - - - Verdigris,0.5682,related-to
AYURVEDA-EM-7.3 (SP98),pittajamUrcCA,Biomedicine,XM3QR7,- - - - Pitolisant,0.5197,related-to
AYURVEDA-EM-7.4 (SP98),kaPajamUrcCA,TM2,SR1A,Vitiation of kapha pattern (TM2),0.5272,related-to
AYURVEDA-EM-7.4 (SP98),kaPajamUrcCA,Biomedicine,XN3L9,- - - - - - - Mycobacterium kansasii,0.5001,related-to
AYURVEDA-EM-7.5 (SP98),sAnnipAtajamUrcCA,Biomedicine,XM00F2,- - - - - Saralasin,0.5594,related-to
AYURVEDA-EM-7.5 (SP98),sAnnipAtajamUrcCA,Biomedicine,XA8WC8,- - - - - - Duct of Santorini,0.552,related-to
AYURVEDA-EM-7.5 (SP98),sAnnipAtajamUrcCA,Biomedicine,XM38N5,- - - - - - Sargramostim,0.5429,related-to
AYURVEDA-EM-7.7 (SP98),madyajamUrcCA,TM2,SN47,Drancunculosis disorder (TM2),0.5465,related-to
AYURVEDA-EM-7.8 (SP98),viShajamUrcCA,TM2,SS50,Vata constitution pattern (TM2),0.5122,related-to
AYURVEDA-EM-7.8 (SP98),viShajamUrcCA,TM2,SN4S,Verruca disorder (TM2),0.5117,related-to
AYURVEDA-EM-7.8 (SP98),viShajamUrcCA,Biomedicine,XM6602,- - - - - - Vernakalant,0.5728,related-to
AYURVEDA-EM-7.8 (SP98),viShajamUrcCA,Biomedicine,XM3PP3,- - - - - - Valerian root,0.5403,related-to
AYURVEDA-EM-7.8 (SP98),viShajamUrcCA,Biomedicine,XM30V1,- - - - - Verdigris,0.528,related-to
AYURVEDA-EM-7.9 (SP98),glAnijamUrcCA,Biomedicine,XM48K1,- - - - - Guaimesal,0.5521,related-to
AYURVEDA-EM-7.9 (SP98),glAnijamUrcCA,Biomedicine,XM5JS1,- - - - - - Ganirelix,0.5477,related-to
AYURVEDA-EM-7.9 (SP98),glAnijamUrcCA,Biomedicine,XM7VG2,- - - - - Gamimune,0.542,related-to
AYURVEDA-EM-7.10,asAdhya-mUrcCA,Biomedicine,LD2F.14,- - - - MURCS association,0.5613,related-to
AYURVEDA-EM-7.10,asAdhya-mUrcCA,Biomedicine,8B22.B,- - - Moyamoya syndrome,0.5084,related-to
AYURVEDA-EM-7.10,asAdhya-mUrcCA,Biomedicine,XN1NU,- - - - Mucor,0.5035,related-to
AYURVEDA-EM-8,BUta-grahaH,Biomedicine,XN5SH,- - - - - - Bartonella grahamii,0.5479,related-to
AYURVEDA-EM-8.1,aukIrNaBUta-grahaH,Biomedicine,XN5SH,- - - - - - Bartonella grahamii,0.5211,related-to
AYURVEDA-EM-8.1,aukIrNaBUta-grahaH,Biomedicine,JB46.3,- - - Agalactia,0.5,related-to
AYURVEDA-EM-8.2,balikAma-grahaH,TM2,SR1P,Predominance of Balgham pattern (TM2),0.5048,related-to
AYURVEDA-EM-8.2,balikAma-grahaH,Biomedicine,XN5SH,- - - - - - Bartonella grahamii,0.5599,related-to
AYURVEDA-EM-8.2,balikAma-grahaH,Biomedicine,XM7670,- - - - - - Balugrastim,0.5545,related-to
AYURVEDA-EM-8.3,Buja~gga-grahaH,Biomedicine,XN5SH,- - - - - - Bartonella grahamii,0.6076,narrower-than
AYURVEDA-EM-8.3,Buja~gga-grahaH,Biomedicine,XM7MC6,- - - - - Gamulin,0.5742,related-to
AYURVEDA-EM-8.3,Buja~gga-grahaH,Biomedicine,XM48K1,- - - - - Guaimesal,0.5684,related-to
AYURVEDA-EM-8.4,brahmarAkShasa-grahaH,Biomedicine,XN5SH,- - - - - - Bartonella grahamii,0.5374,related-to
AYURVEDA-EM-8.5,daitya-grahaH,Biomedicine,XM9511,- - - - - - Daraprim,0.5848,related-to
AYURVEDA-EM-8.5,daitya-grahaH,Biomedicine,XM3KU8,- - - - - - Dalapon,0.5043,related-to
AYURVEDA-EM-8.5,daitya-grahaH,Biomedicine,XM4ES5,- - - - - - Daratumumab,0.5035,related-to
AYURVEDA-EM-8.6,deva-grahaH,Biomedicine,XM9511,- - - - - - Daraprim,0.5102,related-to
AYURVEDA-EM-8.6,deva-grahaH,Biomedicine,XM0PQ7,- - - - - Dettol,0.509,related-to
AYURVEDA-EM-8.7,gaNamAtRu-grahaH,Biomedicine,XM7MC6,- - - - - Gamulin,0.6032,narrower-than
AYURVEDA-EM-8.7,gaNamAtRu-grahaH,Biomedicine,XM63F8,- - - - - Gentian,0.5586,related-to
AYURVEDA-EM-8.7,gaNamAtRu-grahaH,Biomedicine,XM48K1,- - - - - Guaimesal,0.5584,related-to
AYURVEDA-EM-8.8,gandharva-grahaH,Biomedicine,XM7MC6,- - - - - Gamulin,0.5629,related-to
AYURVEDA-EM-8.8,gandharva-grahaH,Biomedicine,XM63F8,- - - - - Gentian,0.5487,related-to
AYURVEDA-EM-8.8,gandharva-grahaH,Biomedicine,XM48K1,- - - - - Guaimesal,0.5464,related-to
AYURVEDA-EM-8.10,niShAda-grahaH,Biomedicine,ED51.0,- - - - - Acanthosis nigricans,0.5207,related-to
AYURVEDA-EM-8.11,ratikAma-grahaH,Biomedicine,XM67L1,- - - - - RhoGAM,0.5115,related-to
AYURVEDA-EM-8.12,uraga-grahaH,Biomedicine,XA1NC2,- - - - - - Urachus,0.5238,related-to
AYURVEDA-EM-8.12,uraga-grahaH,Biomedicine,XM1J98,- - - - - Karaya (gum),0.521,related-to
AYURVEDA-EM-8.12,uraga-grahaH,Biomedicine,XN5SH,- - - - - - Bartonella grahamii,0.5091,related-to
AYURVEDA-EM-8.13,vetAla-grahaH,Biomedicine,XM6602,- - - - - - Vernakalant,0.5801,related-to
AYURVEDA-EM-8.13,vetAla-grahaH,Biomedicine,XM30V1,- - - - - Verdigris,0.5689,related-to
AYURVEDA-EM-8.13,vetAla-grahaH,Biomedicine,XM8BQ9,- - - - - Veratrum,0.5114,related-to
AYURVEDA-SK01 (F-8),ardhAvaBedakaH,TM2,SM3H,Nausea disorder (TM2),0.6572,narrower-than
AYURVEDA-SK01 (F-8),ardhAvaBedakaH,TM2,SP54,Fever with body pain disorder (TM2),0.5459,related-to
AYURVEDA-SK01 (F-8),ardhAvaBedakaH,TM2,SP52,Fever disorder due to derangement of Balgham (TM2),0.5053,related-to
AYURVEDA-SK01 (F-8),ardhAvaBedakaH,Biomedicine,8A84.0,- - - Acute headache associated with traumatic injury to the head,0.6171,narrower-than
AYURVEDA-SK01 (F-8),ardhAvaBedakaH,Biomedicine,8A84.1,- - - Persistent headache associated with traumatic injury to the head,0.5875,related-to
AYURVEDA-SK01 (F-8),ardhAvaBedakaH,Biomedicine,DD90.4,- - - Functional nausea or vomiting,0.5558,related-to
AYURVEDA-F-9 (SK00),sUryAvartaH,Biomedicine,XM8DS8,- - - - - Seratrodast,0.5371,related-to
AYURVEDA-F-9 (SK00),sUryAvartaH,Biomedicine,XM1KF1,- - - - Sisal,0.5058,related-to
AYURVEDA-F-10 (SK00),Sa~gkhakaH,Biomedicine,XM1J98,- - - - - Karaya (gum),0.549,related-to
AYURVEDA-F-10 (SK00),Sa~gkhakaH,Biomedicine,XM2L20,- - - - - - Guselkumab,0.5168,related-to
AYURVEDA-F-10 (SK00),Sa~gkhakaH,Biomedicine,XM1KF1,- - - - Sisal,0.5085,related-to
AYURVEDA-F-11 (SK52),SiraHkampaH,Biomedicine,4A61,- - SAPHO syndrome,0.5088,related-to
