AYUSH_Code,AYUSH_Term,Target_System,WHO_Code_Candidate,WHO_Term_Candidate,Similarity_Score,Suggested_Relationship
AYURVEDA-AC-1,sAmakaPaH,Biomedicine,7A2Z,"- - Hypersomnolence disorders, unspecified",0.5524,related-to
AYURVEDA-AC-1,sAmakaPaH,Biomedicine,SN00,- - - - - Balanitis disorder (TM2),0.5511,related-to
AYURVEDA-AC-1,sAmakaPaH,Biomedicine,7A2Y,- - Other specified hypersomnolence disorders,0.5367,related-to
AYURVEDA-AC-2,nirAmakaPaH,TM2,SM16,Sialorrhoea disorder (TM2),0.5294,equivalent
AYURVEDA-AC-2,nirAmakaPaH,TM2,SM1E,Dental caries disorder (TM2),0.529,equivalent
AYURVEDA-AC-2,nirAmakaPaH,TM2,SR06,Oral thrush in babies disorder (TM2),0.5265,equivalent
AYURVEDA-AC-2,nirAmakaPaH,Biomedicine,XM5W45,- - - - - - - Nisoldipine,0.5615,related-to
AYURVEDA-AC-2,nirAmakaPaH,Biomedicine,XM5TX8,- - - - - - - Nimodipine,0.5245,related-to
AYURVEDA-AC-2,nirAmakaPaH,Biomedicine,XM08Q1,- - - - - - Pamaquine (naphthoate),0.5111,related-to
AYURVEDA-AC-3,vaikRutakaPaH,TM2,SK53,Stammering disorder (TM2),0.6331,equivalent
AYURVEDA-AC-3,vaikRutakaPaH,TM2,SP92,Oedema disorder (TM2),0.6306,equivalent
AYURVEDA-AC-3,vaikRutakaPaH,TM2,SM9B,Vaginismus disorder (TM2),0.6198,equivalent
AYURVEDA-AC-3,vaikRutakaPaH,Biomedicine,SM9B,- - - - - Vaginismus disorder (TM2),0.5837,related-to
AYURVEDA-AC-3,vaikRutakaPaH,Biomedicine,SN4D,- - - - - Vitiligo disorder (TM2),0.5737,related-to
AYURVEDA-AC-3,vaikRutakaPaH,Biomedicine,6D5Z,"- - Factitious disorders, unspecified",0.5679,related-to
AYURVEDA-AD,sAnnipAtikavikAraH,Biomedicine,XM8S89,- - - - - Polihexanide,0.5436,related-to
AYURVEDA-AD,sAnnipAtikavikAraH,Biomedicine,XM9BZ0,- - - - - - Zafirlukast,0.5402,related-to
AYURVEDA-AD,sAnnipAtikavikAraH,Biomedicine,XM2QS0,- - - - - - Cediranib,0.5222,related-to
AYURVEDA-AD-1,vAtapittolbaNa-mandakaPasannipAtaH,Biomedicine,XM59J5,- - - - - Vadadustat,0.57,related-to
AYURVEDA-AD-1,vAtapittolbaNa-mandakaPasannipAtaH,Biomedicine,XM1UM9,- - - - - Vasodilan,0.5667,related-to
AYURVEDA-AD-1,vAtapittolbaNa-mandakaPasannipAtaH,Biomedicine,XM9FN4,- - - - - - - Vamidothion,0.5629,related-to
AYURVEDA-AD-2,vAtakaPolbaNa-hInapittasannipAtaH,Biomedicine,XM6HM3,- - - - - - - - Daichirona,0.6061,related-to
AYURVEDA-AD-2,vAtakaPolbaNa-hInapittasannipAtaH,Biomedicine,XH1054,- - - - Hibernoma,0.5857,related-to
AYURVEDA-AD-2,vAtakaPolbaNa-hInapittasannipAtaH,Biomedicine,8A01.20,- - - - Hemichorea,0.5629,related-to
AYURVEDA-AD-3,pittakaPolbaNa-hInavAtasannipAtaH,Biomedicine,XM8BL3,- - - - - Ipecacuanha,0.5532,related-to
AYURVEDA-AD-3,pittakaPolbaNa-hInavAtasannipAtaH,Biomedicine,8A01.20,- - - - Hemichorea,0.5492,related-to
AYURVEDA-AD-3,pittakaPolbaNa-hInavAtasannipAtaH,Biomedicine,XH1054,- - - - Hibernoma,0.5458,related-to
AYURVEDA-AD-4,vAtolbaNa-hInakaPapittasannipAtaH,Biomedicine,XM9FN4,- - - - - - - Vamidothion,0.6082,related-to
AYURVEDA-AD-4,vAtolbaNa-hInakaPapittasannipAtaH,Biomedicine,XM8H63,- - - - - - Naphthoquine,0.5744,related-to
AYURVEDA-AD-4,vAtolbaNa-hInakaPapittasannipAtaH,Biomedicine,XM59J5,- - - - - Vadadustat,0.5691,related-to
AYURVEDA-AD-5,pittolbaNa-hInakaPavAtasannipAtaH,Biomedicine,8A01.20,- - - - Hemichorea,0.5504,related-to
AYURVEDA-AD-5,pittolbaNa-hInakaPavAtasannipAtaH,Biomedicine,XM8BL3,- - - - - Ipecacuanha,0.55,related-to
AYURVEDA-AD-5,pittolbaNa-hInakaPavAtasannipAtaH,Biomedicine,MF50.4,- - - - Haematuria,0.534,related-to
AYURVEDA-AD-6,kaPolbaNa-hInavAtapittasannipAtaH,Biomedicine,XM7Q22,- - - - - - - Artesunate,0.526,related-to
AYURVEDA-AD-6,kaPolbaNa-hInavAtapittasannipAtaH,Biomedicine,XM6D72,- - - - - Etamivan,0.5198,related-to
AYURVEDA-AD-6,kaPolbaNa-hInavAtapittasannipAtaH,Biomedicine,XM6QN8,- - - - - Migalastat,0.516,related-to
AYURVEDA-AD-7,SleShmolbaNa-pittamadhya-hInavAtaH,Biomedicine,XM4BZ9,- - - - - Trimethaphan,0.5647,related-to
AYURVEDA-AD-7,SleShmolbaNa-pittamadhya-hInavAtaH,Biomedicine,XM8BL3,- - - - - Ipecacuanha,0.5362,related-to
AYURVEDA-AD-7,SleShmolbaNa-pittamadhya-hInavAtaH,Biomedicine,XM8H63,- - - - - - Naphthoquine,0.5203,related-to
AYURVEDA-AD-8,pittolbaNa-madhyakaPa-hInavAtasannipAtaH,TM2,SS81,Pitta predominant age pattern (TM2),0.5931,equivalent
AYURVEDA-AD-8,pittolbaNa-madhyakaPa-hInavAtasannipAtaH,Biomedicine,8A01.20,- - - - Hemichorea,0.5779,related-to
AYURVEDA-AD-8,pittolbaNa-madhyakaPa-hInavAtasannipAtaH,Biomedicine,MF50.4,- - - - Haematuria,0.5515,related-to
AYURVEDA-AD-8,pittolbaNa-madhyakaPa-hInavAtasannipAtaH,Biomedicine,XM08Q1,- - - - - - Pamaquine (naphthoate),0.549,related-to
AYURVEDA-AD-9,vAtolbaNa-madhyakaPa-hInapittaH,Biomedicine,8A01.20,- - - - Hemichorea,0.5581,related-to
AYURVEDA-AD-9,vAtolbaNa-madhyakaPa-hInapittaH,Biomedicine,XN7XH,- - - - - Dientamoeba,0.5579,related-to
AYURVEDA-AD-9,vAtolbaNa-madhyakaPa-hInapittaH,Biomedicine,XM4L44,- - - - - - Sulfathiourea,0.5486,related-to
AYURVEDA-AD-10,kaPolbaNa-vAtamadhya-hInapittaH,Biomedicine,XM4BZ9,- - - - - Trimethaphan,0.5248,related-to
AYURVEDA-AD-10,kaPolbaNa-vAtamadhya-hInapittaH,Biomedicine,XM8BL3,- - - - - Ipecacuanha,0.5109,related-to
AYURVEDA-AD-11,vAtolbaNa-pittamadhya-hInakaPasannipAtaH,Biomedicine,XM9FN4,- - - - - - - Vamidothion,0.5689,related-to
AYURVEDA-AD-11,vAtolbaNa-pittamadhya-hInakaPasannipAtaH,Biomedicine,XM8BL3,- - - - - Ipecacuanha,0.5628,related-to
AYURVEDA-AD-11,vAtolbaNa-pittamadhya-hInakaPasannipAtaH,Biomedicine,XM8H63,- - - - - - Naphthoquine,0.5548,related-to
AYURVEDA-AD-12,pittolbaNa-vAtamadhya-hInakaPasannipAtaH,Biomedicine,XM8BL3,- - - - - Ipecacuanha,0.5695,related-to
AYURVEDA-AD-12,pittolbaNa-vAtamadhya-hInakaPasannipAtaH,Biomedicine,XM4BZ9,- - - - - Trimethaphan,0.5634,related-to
AYURVEDA-AD-12,pittolbaNa-vAtamadhya-hInakaPasannipAtaH,Biomedicine,XN6H7,- - - - - Piedraia hortae,0.5408,related-to
AYURVEDA-AD-13,samasannipAtaH,Biomedicine,XM4L44,- - - - - - Sulfathiourea,0.5535,related-to
AYURVEDA-AD-13,samasannipAtaH,Biomedicine,XM7BE0,- - - - Sambucus plant,0.521,related-to
AYURVEDA-AD-13,samasannipAtaH,Biomedicine,XM8H59,- - - - - - - Safinamide,0.5134,related-to
AYURVEDA-SR40(B),dhAtuvaiShamyam,TM2,SN49,Integumentary disorder (TM2),0.5552,equivalent
AYURVEDA-SR40(B),dhAtuvaiShamyam,TM2,SQ2Y,Other specified behavioural disorders (TM2),0.5549,equivalent
AYURVEDA-SR40(B),dhAtuvaiShamyam,TM2,SM8A,Haematuria disorder (TM2),0.5295,equivalent
AYURVEDA-SR40(B),dhAtuvaiShamyam,Biomedicine,9C84.0,- - - Physiological nystagmus,0.5548,related-to
AYURVEDA-SR40(B),dhAtuvaiShamyam,Biomedicine,ED63.3,- - - - - Vogt-Koyanagi-Harada syndrome,0.55,related-to
AYURVEDA-BA,rasavaiShamyam,Biomedicine,XM67L1,- - - - - RhoGAM,0.5202,related-to
AYURVEDA-BA,rasavaiShamyam,Biomedicine,XM8BC6,- - - - - - Naratriptan,0.5043,related-to
AYURVEDA-BA,rasavaiShamyam,Biomedicine,XM8J47,- - - - - Palifermin,0.5006,related-to
AYURVEDA-SR42(BA-1),rasakShayaH,TM2,SK52,Tremor disorder (TM2),0.533,equivalent
AYURVEDA-SR42(BA-1),rasakShayaH,Biomedicine,8A04.31,- - - - Tremor due to chronic or acute substance use,0.5053,related-to
AYURVEDA-SR42(BA-1),rasakShayaH,Biomedicine,MB45.4,- - - - Intention tremor,0.5048,related-to
AYURVEDA-SR42(BA-1),rasakShayaH,Biomedicine,SK52,- - - - Tremor disorder (TM2),0.5007,related-to
AYURVEDA-SR41(BA-2),rasavRuddhiH,TM2,SQ80,Inadequate diet disorders (TM2),0.5137,equivalent
AYURVEDA-SR41(BA-2),rasavRuddhiH,Biomedicine,MG43.Y,- - - - Other specified symptoms or signs concerning food or fluid intake,0.5348,related-to
AYURVEDA-SR41(BA-2),rasavRuddhiH,Biomedicine,MG43,- - - Symptoms or signs concerning food or fluid intake,0.5186,related-to
AYURVEDA-SR41(BA-2),rasavRuddhiH,Biomedicine,DA96.02,- - - - Malabsorption or intolerance of specific nutrients,0.5174,related-to
AYURVEDA-BB,raktavaiShamyam,Biomedicine,XM31G3,- - - - - - Ravulizumab,0.6105,related-to
AYURVEDA-BB,raktavaiShamyam,Biomedicine,XM0U74,- - - - - - - Raxibacumab,0.5688,related-to
AYURVEDA-BB,raktavaiShamyam,Biomedicine,XM45N8,- - - - - - - Palivizumab,0.5463,related-to
AYURVEDA-SR43(BB-2),raktavRuddhiH,TM2,SN4J,Black red skin lesion disorder (TM2),0.5384,equivalent
AYURVEDA-SR43(BB-2),raktavRuddhiH,TM2,SN4F,Birth mark - blackish red disorder (TM2),0.5053,equivalent
AYURVEDA-SR43(BB-2),raktavRuddhiH,Biomedicine,1C17.3,- - - Cutaneous diphtheria,0.5309,related-to
AYURVEDA-SR43(BB-2),raktavRuddhiH,Biomedicine,8B93,- - - Radiculopathy,0.5299,related-to
AYURVEDA-SR43(BB-2),raktavRuddhiH,Biomedicine,5C58.00,- - - - - Crigler-Najjar syndrome,0.5215,related-to
AYURVEDA-BB-3,vAtikaraktaduShTiH,Biomedicine,XM59J5,- - - - - Vadadustat,0.6169,related-to
AYURVEDA-BB-3,vAtikaraktaduShTiH,Biomedicine,XM6QN8,- - - - - Migalastat,0.5726,related-to
AYURVEDA-BB-3,vAtikaraktaduShTiH,Biomedicine,XM9FN4,- - - - - - - Vamidothion,0.545,related-to
AYURVEDA-BB-4,paittikaraktaduShTiH,Biomedicine,XM9UT8,- - - - - Paprika,0.6157,related-to
AYURVEDA-BB-4,paittikaraktaduShTiH,Biomedicine,XM6QN8,- - - - - Migalastat,0.5943,related-to
AYURVEDA-BB-4,paittikaraktaduShTiH,Biomedicine,XM8BL3,- - - - - Ipecacuanha,0.5571,related-to
AYURVEDA-BB-5,SlaiShmikaraktaduShTiH,Biomedicine,XM6QN8,- - - - - Migalastat,0.5664,related-to
AYURVEDA-BB-5,SlaiShmikaraktaduShTiH,Biomedicine,XM0G17,- - - - - Ritiometan,0.5269,related-to
AYURVEDA-BB-5,SlaiShmikaraktaduShTiH,Biomedicine,XM1FT0,- - - - - - Dulaglutide,0.506,related-to
AYURVEDA-BB-6,sAnnipAtikaraktaduShTiH,Biomedicine,XM2QS0,- - - - - - Cediranib,0.5761,related-to
AYURVEDA-BB-6,sAnnipAtikaraktaduShTiH,Biomedicine,XM8S89,- - - - - Polihexanide,0.5318,related-to
AYURVEDA-BB-6,sAnnipAtikaraktaduShTiH,Biomedicine,XM45N8,- - - - - - - Palivizumab,0.5135,related-to
AYURVEDA-BC,mAMsavaiShamyam,Biomedicine,XM3JP4,- - - - - - Mogamulizumab,0.5587,related-to
AYURVEDA-BC,mAMsavaiShamyam,Biomedicine,XM5406,- - - - - - - Mecarbam,0.5531,related-to
AYURVEDA-BC,mAMsavaiShamyam,Biomedicine,XM3DB8,- - - - - - - Aztreonam,0.5488,related-to
AYURVEDA-SR46(BC-1),mAMsakShayaH,TM2,SP2Y,Other specified muscle disorders (TM2),0.6163,equivalent
AYURVEDA-SR45(BC-2),mAMsavRuddhiH,TM2,SP2Y,Other specified muscle disorders (TM2),0.6166,equivalent
AYURVEDA-BD,medovaiShamyam,Biomedicine,XM9KN4,- - - - - - Medazepam,0.6888,related-to
AYURVEDA-BD,medovaiShamyam,Biomedicine,XM6HM3,- - - - - - - - Daichirona,0.5558,related-to
AYURVEDA-BD,medovaiShamyam,Biomedicine,XM2D37,- - - - - - Tazobactam,0.5523,related-to
AYURVEDA-SR48(BD-1),medaHkShayaH,TM2,SP97,Severe fatigue disorder (TM2),0.5031,equivalent
AYURVEDA-SP62(BD-2),medovRuddhiH,TM2,SP62,High fat disorder (TM2),0.662,equivalent
AYURVEDA-SP62(BD-2),medovRuddhiH,TM2,SP70,Lipoma disorder (TM2),0.5191,equivalent
AYURVEDA-SP62(BD-2),medovRuddhiH,Biomedicine,EF0Y,- - - - Other specified disorders of subcutaneous fat,0.5542,related-to
AYURVEDA-SP62(BD-2),medovRuddhiH,Biomedicine,5C8Y,- - - Other specified disorders of lipoprotein metabolism or lipidaemias,0.5467,related-to
AYURVEDA-SP62(BD-2),medovRuddhiH,Biomedicine,EF02.0,- - - - - Fat hypertrophy,0.5361,related-to
AYURVEDA-BE,asthivaiShamyam,Biomedicine,8A07.1,- - - Akathisia,0.5089,related-to
AYURVEDA-EF-2.9,pittaja prameha upadrava,Biomedicine,XM8BL3,- - - - - Ipecacuanha,0.5201,related-to
AYURVEDA-EF-2.10,vAtaja prameha upadrava,Biomedicine,XM59J5,- - - - - Vadadustat,0.5211,related-to
AYURVEDA-EF-2.10,vAtaja prameha upadrava,Biomedicine,XA60H0,- - - - - - Vena cava,0.5062,related-to
AYURVEDA-EF-2.10,vAtaja prameha upadrava,Biomedicine,XN0EF,- - - - - Hortaea werneckii,0.5036,related-to
AYURVEDA-EF-2.11,prameha-ariShTaH,Biomedicine,XM4M86,- - - - - - Prazepam,0.598,related-to
AYURVEDA-EF-2.11,prameha-ariShTaH,Biomedicine,XM1C43,- - - - - - Pranlukast,0.5896,related-to
AYURVEDA-EF-2.11,prameha-ariShTaH,Biomedicine,XM7711,- - - - - Pramiverine,0.5894,related-to
AYURVEDA-SR49(BE-2),asthivRuddhiH,TM2,SR49,Increase of bone tissues pattern (TM2),0.5109,equivalent
AYURVEDA-SR49(BE-2),asthivRuddhiH,Biomedicine,FB86.Y,- - - Other specified disorders associated with bone growth,0.6026,related-to
AYURVEDA-SR49(BE-2),asthivRuddhiH,Biomedicine,FB86,- - Disorders associated with bone growth,0.6024,related-to
AYURVEDA-SR49(BE-2),asthivRuddhiH,Biomedicine,FB86.Z,"- - - Disorders associated with bone growth, unspecified",0.5906,related-to
AYURVEDA-BF,majjAvaiShamyam,Biomedicine,XM45N8,- - - - - - - Palivizumab,0.5196,related-to
AYURVEDA-BF,majjAvaiShamyam,Biomedicine,XM29Q8,- - - - - - - Thiazinam,0.5122,related-to
AYURVEDA-BF,majjAvaiShamyam,Biomedicine,XM8J47,- - - - - Palifermin,0.5116,related-to
AYURVEDA-SR4C(BF-1),majjAkShayaH,TM2,SP13,Hip joint pain disorder (TM2),0.5069,equivalent
AYURVEDA-SR4B(BF-2),majjAvRuddhiH,TM2,SK6R,Non-inflammatory swelling of eye disorder (TM2),0.5248,equivalent
AYURVEDA-BG,SukravaiShamyam,Biomedicine,XM9NQ8,- - - - - Sugammadex,0.536,related-to
AYURVEDA-BG,SukravaiShamyam,Biomedicine,XM8J47,- - - - - Palifermin,0.5055,related-to
AYURVEDA-BG,SukravaiShamyam,Biomedicine,XM70N9,- - - - - - Risankizumab,0.5038,related-to
AYURVEDA-SR4D(BG-2),SukravRuddhiH/SukrAdhikyam,TM2,SN09,Spermatorrhoea disorder (TM2),0.5541,equivalent
AYURVEDA-SR4D(BG-2),SukravRuddhiH/SukrAdhikyam,Biomedicine,HA03.Z,"- - - Ejaculatory dysfunctions, unspecified",0.5412,related-to
AYURVEDA-SR4D(BG-2),SukravRuddhiH/SukrAdhikyam,Biomedicine,HA03.10,"- - - - Male delayed ejaculation, lifelong, generalised",0.5381,related-to
AYURVEDA-SR4D(BG-2),SukravRuddhiH/SukrAdhikyam,Biomedicine,HA03.12,"- - - - Male delayed ejaculation, acquired, generalised",0.5315,related-to
AYURVEDA-BA-3,ArtavavaiShamyam,Biomedicine,XM7Q22,- - - - - - - Artesunate,0.5164,related-to
AYURVEDA-BA-3,ArtavavaiShamyam,Biomedicine,XM45N8,- - - - - - - Palivizumab,0.5009,related-to
AYURVEDA-SR4K(BA-3.1),ArtavakShayaH,TM2,SR4J,Increased menstrual flow pattern (TM2),0.6728,equivalent
AYURVEDA-SR4K(BA-3.1),ArtavakShayaH,TM2,SR4K,Diminution of menstrual flow pattern (TM2),0.6306,equivalent
AYURVEDA-SR4K(BA-3.1),ArtavakShayaH,Biomedicine,GA20,- - - Menstrual cycle bleeding disorders,0.526,related-to
AYURVEDA-SR4K(BA-3.1),ArtavakShayaH,Biomedicine,GA22,- - - Excessive menstruation with irregular cycle,0.5087,related-to
AYURVEDA-SR4K(BA-3.1),ArtavakShayaH,Biomedicine,GA20.Z,"- - - - Menstrual cycle bleeding disorders, unspecified",0.5024,related-to
AYURVEDA-SR4J(BA-3.2),ArtavavRuddhiH,TM2,SR4J,Increased menstrual flow pattern (TM2),0.6743,equivalent
AYURVEDA-SR4J(BA-3.2),ArtavavRuddhiH,TM2,SR4K,Diminution of menstrual flow pattern (TM2),0.5665,equivalent
AYURVEDA-SR4J(BA-3.2),ArtavavRuddhiH,Biomedicine,GA20,- - - Menstrual cycle bleeding disorders,0.5365,related-to
AYURVEDA-SR4J(BA-3.2),ArtavavRuddhiH,Biomedicine,GA20.50,- - - - - Heavy menstrual bleeding,0.5287,related-to
AYURVEDA-SR4J(BA-3.2),ArtavavRuddhiH,Biomedicine,GA22,- - - Excessive menstruation with irregular cycle,0.5278,related-to
AYURVEDA-BA-4,stanyavaiShamyam,Biomedicine,XM8VE0,- - - - - Stanozolol,0.5713,related-to
AYURVEDA-SN10(BA-4.1),stanyakShayaH,TM2,SN11,Vitiated breast milk disorder (TM2),0.5982,equivalent
AYURVEDA-SN10(BA-4.1),stanyakShayaH,TM2,SN10,Decreased breastmilk disorder (TM2),0.5669,equivalent
AYURVEDA-SR4L(BA-4.2),stanyavRuddhiH,TM2,SN11,Vitiated breast milk disorder (TM2),0.6321,equivalent
AYURVEDA-SR4L(BA-4.2),stanyavRuddhiH,TM2,SN10,Decreased breastmilk disorder (TM2),0.5509,equivalent
AYURVEDA-SR4L(BA-4.2),stanyavRuddhiH,Biomedicine,MF31,- - - Breast or lactation symptom or complaint,0.5614,related-to
AYURVEDA-SR4L(BA-4.2),stanyavRuddhiH,Biomedicine,JB46.7,- - - Other or unspecified disorders of lactation,0.5518,related-to
AYURVEDA-SR4L(BA-4.2),stanyavRuddhiH,Biomedicine,GB20,- - Benign breast disease,0.5441,related-to
AYURVEDA-SP93(BH),ojovaiShamyam,TM2,SP92,Oedema disorder (TM2),0.5765,equivalent
AYURVEDA-SP93(BH),ojovaiShamyam,TM2,SP93,Impaired immunity disorder (TM2),0.5617,equivalent
AYURVEDA-SP93(BH),ojovaiShamyam,TM2,SP91,Generalised oedema disorder (TM2),0.5602,equivalent
AYURVEDA-SP93(BH),ojovaiShamyam,Biomedicine,MG29.2,- - - - Infectious oedema,0.5764,related-to
AYURVEDA-SP93(BH),ojovaiShamyam,Biomedicine,SP92,- - - - Oedema disorder (TM2),0.5214,related-to
AYURVEDA-SP93(BH),ojovaiShamyam,Biomedicine,MG29.Z,"- - - - Oedema, unspecified",0.5127,related-to
AYURVEDA-SR4F(BH-1),ojakShayaH,TM2,SP92,Oedema disorder (TM2),0.5142,equivalent
AYURVEDA-SR4H(BH-2),oja-visraMsaH,TM2,SP92,Oedema disorder (TM2),0.5173,equivalent
AYURVEDA-SR4H(BH-2),oja-visraMsaH,TM2,SP91,Generalised oedema disorder (TM2),0.5163,equivalent
AYURVEDA-SR4H(BH-2),oja-visraMsaH,Biomedicine,8D60.1,- - - Cerebral oedema,0.5374,related-to
AYURVEDA-SR4H(BH-2),oja-visraMsaH,Biomedicine,MG29.Z,"- - - - Oedema, unspecified",0.5083,related-to
AYURVEDA-SR4H(BH-2),oja-visraMsaH,Biomedicine,NA07.2,- - - Traumatic cerebral oedema,0.5023,related-to
AYURVEDA-SR4G(BH-3),oja-vyApat,TM2,SP92,Oedema disorder (TM2),0.5475,equivalent
AYURVEDA-SR4G(BH-3),oja-vyApat,TM2,SP91,Generalised oedema disorder (TM2),0.5256,equivalent
AYURVEDA-SR4G(BH-3),oja-vyApat,Biomedicine,MG29.Z,"- - - - Oedema, unspecified",0.5355,related-to
AYURVEDA-SR4G(BH-3),oja-vyApat,Biomedicine,NA06.02,- - - - Oedema of eyelid,0.5072,related-to
AYURVEDA-SR4G(BH-3),oja-vyApat,Biomedicine,8D60.1,- - - Cerebral oedema,0.5029,related-to
AYURVEDA-SP5B (BI),rAjayakShmA,TM2,SP51,Fever disorder (TM2),0.5936,equivalent
AYURVEDA-SP5B (BI),rAjayakShmA,TM2,SP52,Fever disorder due to derangement of Balgham (TM2),0.5899,equivalent
AYURVEDA-SP5B (BI),rAjayakShmA,TM2,SP56,High grade fever disorder (TM2),0.5878,equivalent
AYURVEDA-SP5B (BI),rAjayakShmA,Biomedicine,1C11.00,- - - - Oroya fever,0.58,related-to
AYURVEDA-SP5B (BI),rAjayakShmA,Biomedicine,XN2BR,- - - - - Chandipura virus,0.5287,related-to
AYURVEDA-SP5B (BI),rAjayakShmA,Biomedicine,1D4C,- - Alkhurma haemorrhagic fever,0.522,related-to
AYURVEDA-BI-1,rAjayakShmA-pUrvarUpam,Biomedicine,XM45N8,- - - - - - - Palivizumab,0.574,related-to
AYURVEDA-BI-1,rAjayakShmA-pUrvarUpam,Biomedicine,XN4RM,- - - - - Basidiobolus ranarum,0.5421,related-to
AYURVEDA-BI-1,rAjayakShmA-pUrvarUpam,Biomedicine,XM9VJ6,- - - - - - Tildrakizumab,0.5236,related-to
AYURVEDA-BI-2,sAhasaja-rAjayakShmA,Biomedicine,XM45N8,- - - - - - - Palivizumab,0.5882,related-to
AYURVEDA-BI-2,sAhasaja-rAjayakShmA,Biomedicine,XM70N9,- - - - - - Risankizumab,0.5555,related-to
AYURVEDA-BI-2,sAhasaja-rAjayakShmA,Biomedicine,XM95Y7,- - - - - Ranibizumab,0.5368,related-to
AYURVEDA-SN45(CC-2),vegarodhaja-rAjayakShmA,TM2,SN45,Excess of sweat disorder (TM2),0.5617,equivalent
AYURVEDA-SN45(CC-2),vegarodhaja-rAjayakShmA,TM2,SR8E,Sharp smelling sweat pattern (TM2),0.5208,equivalent
AYURVEDA-SN45(CC-2),vegarodhaja-rAjayakShmA,TM2,SR8F,Sour smelling sweat pattern (TM2),0.5116,equivalent
AYURVEDA-SN45(CC-2),vegarodhaja-rAjayakShmA,Biomedicine,ME66.5,- - - - Complaint of abnormal sweating,0.6401,related-to
AYURVEDA-SN45(CC-2),vegarodhaja-rAjayakShmA,Biomedicine,ED92.1,- - - - - Apocrine sweat disorders,0.5715,related-to
AYURVEDA-SN45(CC-2),vegarodhaja-rAjayakShmA,Biomedicine,EE00,- - - - Hyperhidrosis,0.5662,related-to
AYURVEDA-BI-3,viShamASanaja-rAjayakShmA,TM2,SN4K,Urticaria disorder (TM2),0.5754,equivalent
AYURVEDA-BI-3,viShamASanaja-rAjayakShmA,TM2,SP54,Fever with body pain disorder (TM2),0.5704,equivalent
AYURVEDA-BI-3,viShamASanaja-rAjayakShmA,TM2,SM1D,Parotitis disorder (TM2),0.5626,equivalent
AYURVEDA-BI-3,viShamASanaja-rAjayakShmA,Biomedicine,1D4C,- - Alkhurma haemorrhagic fever,0.5422,related-to
AYURVEDA-BI-3,viShamASanaja-rAjayakShmA,Biomedicine,1C11.00,- - - - Oroya fever,0.5389,related-to
AYURVEDA-BI-3,viShamASanaja-rAjayakShmA,Biomedicine,GA17.4,- - - - Salpingitis isthmica nodosa,0.5293,related-to
AYURVEDA-BI-4,kShayaja-rAjayakShmA,TM2,SP54,Fever with body pain disorder (TM2),0.5886,equivalent
AYURVEDA-BI-4,kShayaja-rAjayakShmA,TM2,SQ60,Pseudo poisoning disorder (TM2),0.5684,equivalent
AYURVEDA-BI-4,kShayaja-rAjayakShmA,TM2,SK00,Cephalalgia disorder (TM2),0.559,equivalent
AYURVEDA-BI-4,kShayaja-rAjayakShmA,Biomedicine,MD30,- - - Pain in throat or chest,0.5343,related-to
AYURVEDA-EF-3.1,asAdhya-medorogaH,Biomedicine,XM8BL3,- - - - - Ipecacuanha,0.5536,related-to
AYURVEDA-EF-3.1,asAdhya-medorogaH,Biomedicine,XM2D08,- - - - - Atophan,0.5181,related-to
AYURVEDA-EF-3.1,asAdhya-medorogaH,Biomedicine,XM8H63,- - - - - - Naphthoquine,0.5165,related-to
AYURVEDA-BI-5,vyavAyajanyarAjayakShmA,TM2,SP54,Fever with body pain disorder (TM2),0.6004,equivalent
AYURVEDA-BI-5,vyavAyajanyarAjayakShmA,TM2,SL0Y,Other specified neck and throat disorders (TM2),0.5778,equivalent
AYURVEDA-BI-5,vyavAyajanyarAjayakShmA,TM2,SL2Y,"Other specified eye, ear, nose, throat and neck disorders (TM2)",0.5584,equivalent
AYURVEDA-BI-6,SoShajanyarAjayakShmA,TM2,SP92,Oedema disorder (TM2),0.6199,equivalent
AYURVEDA-BI-6,SoShajanyarAjayakShmA,TM2,SR00,Marasmus disorder (TM2),0.592,equivalent
AYURVEDA-BI-6,SoShajanyarAjayakShmA,TM2,SM16,Sialorrhoea disorder (TM2),0.5777,equivalent
AYURVEDA-BI-6,SoShajanyarAjayakShmA,Biomedicine,ED63.3,- - - - - Vogt-Koyanagi-Harada syndrome,0.5363,related-to
AYURVEDA-BI-6,SoShajanyarAjayakShmA,Biomedicine,5C55.01,- - - - - Lesch-Nyhan syndrome,0.5163,related-to
AYURVEDA-BI-6,SoShajanyarAjayakShmA,Biomedicine,SD85,- - - - Somnolence disorder (TM1),0.514,related-to
AYURVEDA-BI-7,SokajanyarAjayakShmA,Biomedicine,XM45N8,- - - - - - - Palivizumab,0.5643,related-to
AYURVEDA-BI-7,SokajanyarAjayakShmA,Biomedicine,XM8BL3,- - - - - Ipecacuanha,0.5468,related-to
AYURVEDA-BI-7,SokajanyarAjayakShmA,Biomedicine,XM9VJ6,- - - - - - Tildrakizumab,0.5395,related-to
AYURVEDA-BI-8,vArdhakyajanyarAjayakShmA/jarASoShaH,TM2,SK53,Stammering disorder (TM2),0.6306,equivalent
AYURVEDA-BI-8,vArdhakyajanyarAjayakShmA/jarASoShaH,TM2,SR00,Marasmus disorder (TM2),0.6186,equivalent
AYURVEDA-BI-8,vArdhakyajanyarAjayakShmA/jarASoShaH,TM2,SK6W,Panopthalmitis disorder (TM2),0.5876,equivalent
